5.417883396148681641e-02,5.255144834518432617e-02,4.404652118682861328e-02,1.647960901260375977e+00,1.155702710151672363e+00,2.397177696228027344e+00
4.210299253463745117e-02,4.193830490112304688e-02,3.220134973526000977e-02,1.092146158218383789e+00,1.205607533454895020e+00,3.011391878128051758e+00
4.412788152694702148e-02,4.470348358154296875e-02,3.751534223556518555e-02,1.967595934867858887e+00,1.632470369338989258e+00,2.825634002685546875e+00
6.194883584976196289e-02,5.941575765609741211e-02,5.014675855636596680e-02,1.317152738571166992e+00,1.078799486160278320e+00,1.893388271331787109e+00
6.777727603912353516e-02,6.010562181472778320e-02,4.902845621109008789e-02,1.187084913253784180e+00,1.034359693527221680e+00,1.562015295028686523e+00
6.603419780731201172e-02,5.802190303802490234e-02,5.366009473800659180e-02,6.718693971633911133e-01,3.003991127014160156e+00,3.127359151840209961e+00
6.856584548950195312e-02,6.569874286651611328e-02,5.560863018035888672e-02,1.055816531181335449e+00,1.292145967483520508e+00,1.626196146011352539e+00
5.605173110961914062e-02,5.236047506332397461e-02,4.999959468841552734e-02,1.162245869636535645e+00,1.273741364479064941e+00,2.545097827911376953e+00
4.709726572036743164e-02,4.224961996078491211e-02,3.447371721267700195e-02,1.131262540817260742e+00,1.161203384399414062e+00,1.979176521301269531e+00
1.341329813003540039e-01,1.353374719619750977e-01,1.228655576705932617e-01,1.284093141555786133e+00,9.384291172027587891e-01,9.155429005622863770e-01
6.769216060638427734e-02,6.172084808349609375e-02,4.853153228759765625e-02,1.483193874359130859e+00,1.443972587585449219e+00,2.032160043716430664e+00
5.611914396286010742e-02,5.006361007690429688e-02,3.721922636032104492e-02,1.244152784347534180e+00,1.296769022941589355e+00,1.760472893714904785e+00
4.836899042129516602e-02,4.375237226486206055e-02,3.718632459640502930e-02,1.243329763412475586e+00,1.554397344589233398e+00,1.567288756370544434e+00
7.782340049743652344e-02,7.412695884704589844e-02,5.173051357269287109e-02,1.413528800010681152e+00,1.504003763198852539e+00,2.005553960800170898e+00
6.500583887100219727e-02,5.776941776275634766e-02,4.213750362396240234e-02,1.252896666526794434e+00,1.146788120269775391e+00,2.435070753097534180e+00
1.543745398521423340e-01,1.511190533638000488e-01,9.195148944854736328e-02,1.065806627273559570e+00,1.385469675064086914e+00,2.888037204742431641e+00
6.337577104568481445e-02,5.514782667160034180e-02,4.186820983886718750e-02,1.035640954971313477e+00,1.041753530502319336e+00,1.391719579696655273e+00
8.183956146240234375e-02,8.160030841827392578e-02,7.632994651794433594e-02,1.658917903900146484e+00,1.126415491104125977e+00,3.228201389312744141e+00
8.196991682052612305e-02,8.791261911392211914e-02,6.009292602539062500e-02,1.406894803047180176e+00,1.123684287071228027e+00,2.662193536758422852e+00
6.624859571456909180e-02,7.385444641113281250e-02,5.391848087310791016e-02,1.468577146530151367e+00,1.412523150444030762e+00,4.038570404052734375e+00
4.979286789894104004e-01,6.922262907028198242e-01,6.602715253829956055e-01,1.827358007431030273e+00,1.228801965713500977e+00,4.695263862609863281e+00
6.580603122711181641e-02,7.313221693038940430e-02,4.786705970764160156e-02,1.173258781433105469e+00,2.173664569854736328e+00,4.431206226348876953e+00
